timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
709126645,709126344,-0.0034012392,0.003656922,-0.0028149248
709133005,709132697,-0.009111456,0.0031117648,0.0016383531
709134312,709133965,-0.0037565057,-0.0005310631,0.0022867615
709136855,709136493,0.009612456,-0.005326963,0.0018083368
709143139,709142837,0.006518979,0.000559949,-0.004622903
709144472,709144113,-0.0015651005,0.003959008,-0.005476885
709148292,709147915,-0.015819844,0.008774818,-0.0018944184
709152019,709151720,-0.008324085,0.0025869082,0.0014177245
709154595,709154281,0.003932969,-0.0049039954,0.0028659764
709158385,709158068,0.020094827,-0.009301498,0.002326923
709163446,709163141,-0.00064577674,-0.0006927248,-0.004062305
709167330,709166956,-0.018490218,0.004397849,-0.0022696268
709168557,709168227,-0.018166732,0.0049692844,-0.0008528225
709172343,709172023,-0.002627352,0.0009181435,0.003821619
709176137,709175829,0.01776697,-0.0038859106,0.005359876
709179956,709179644,0.009919781,-0.0005930802,0.00031760655
709183749,709183445,-0.0079085035,0.003822565,-0.008687653
709186307,709185981,-0.017244186,0.003883141,-0.0071106916
709190096,709189793,-0.0052331495,-0.00049504236,0.0018540414
709192867,709192568,0.0057118014,-0.0024208485,0.0053493013
709197969,709197635,0.0118033085,-0.002183525,0.0046376786
709200416,709200104,0.0017554117,-0.0016217994,-0.0036193759
709204113,709203809,-0.0110284025,-0.00024074675,-0.008471451
709207909,709207595,-0.008793926,-0.0029842576,-0.00061457645
709224408,709224053,-0.008658865,-0.0005619388,-0.0087428475
709228178,709227860,0.00037537352,-0.0023285032,0.002949447
709234513,709234210,0.0056498996,0.0049634897,0.006911693
709235791,709235484,0.0031913344,0.0072771963,0.0051959534
709238343,709238018,-0.00063324015,0.0056887087,-0.0024991927
709243390,709243091,-0.002961904,-0.005198139,-0.007208549
709245924,709245623,0.00037399353,-0.008738384,-0.00097394944
709249748,709249441,0.0025115742,-0.0040234984,0.005340645
709253553,709253249,1.327415e-05,0.0047701458,0.0065940404
709256134,709255784,-0.0031725843,0.00599409,0.00051672413
709259960,709259587,-0.000790179,0.0011540656,-0.0074088573
709265001,709264664,0.0021166566,-0.0074016205,-0.0006968622
709267527,709267197,0.0013792934,-0.0049167667,0.0030468844
709270041,709269740,-0.0022715088,-0.00010592722,0.00413818
709275352,709275053,-0.004172729,0.0066822856,0.00043722737
709284093,709283793,0.004981396,-0.007833456,0.0005586626
709290349,709290036,-0.0080477735,0.0022671777,0.0027363508
709291761,709291398,-0.0068833944,0.0038850324,0.0018627816
709295441,709295114,0.0016440712,0.00570128,-0.0015368732
709300490,709300191,0.010160822,-0.0027418318,-0.0017966812
709301775,709301470,0.007553791,-0.0049500624,-0.00045000055
709305616,709305274,-0.0048208055,-0.004492857,0.003985258
709310648,709310343,-0.0060695847,0.0026210696,-0.00079209654
709311919,709311613,-0.0035584464,0.004092598,-0.00033490034
709315766,709315427,0.0060914387,0.0050979583,0.000109346984
709319528,709319226,0.008043583,5.0943974e-05,-0.00083836896
709343660,709343351,-0.010287968,-0.0060099936,0.0024572972
709347460,709347142,-0.0032480487,-0.006036481,-0.0009012371
709351284,709350951,0.0059193973,0.0016623044,-0.0032740445
709353857,709353502,0.004992458,0.0069758086,-0.0018110598
709357886,709357554,-0.0012789187,0.0073756096,-0.0009465823
709361700,709361328,-0.009143184,-0.0035037235,0.00029175478
